still_in_beta,bugs_solved_3_months,bugs_solved_6_months,bugs_solved_9_months,num_test_accounts_internal,time_needed_to_ship,num_test_accounts_external,min_installations_per_account,num_prod_installations,ready_for_enterprise,perf_dev_index,perf_qa_index,sev1_issues_outstanding,potential_prod_issue,ready_for_startups,ready_for_smb,sales_Q1,sales_Q2,sales_Q3,sales_Q4,saas_offering_available,customer_bought
Yes,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,No,0.97,0.98,0.0,No,Yes,No,0.0,0.0,2.0,2.0,Yes,No
No,497.0,957.0,1473.0,107.0,8.0,0.0,183.0,398.0,No,0.97,1.0,0.0,No,No,No,153.0,530.0,1073.0,1667.0,Yes,No
No,0.0,10.0,10.0,10.0,12.0,0.0,4.0,18.0,No,0.83,0.81,0.0,No,No,No,0.0,3.0,8.0,36.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,1.0,22.0,No,0.8,0.84,0.0,No,No,No,0.0,0.0,0.0,1.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,2.0,14.0,No,0.9,0.97,0.0,No,No,No,0.0,0.0,2.0,2.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,0.0,25.0,No,0.83,0.85,0.0,No,No,No,7.0,13.0,29.0,42.0,Yes,No
No,0.0,1.0,2.0,0.0,12.0,0.0,0.0,1.0,No,0.72,0.63,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,1.0,27.0,No,0.99,0.99,0.0,No,No,No,3.0,9.0,15.0,20.0,Yes,No
No,0.0,0.0,14.0,4.0,8.0,0.0,19.0,110.0,No,0.97,0.97,0.0,No,No,No,11.0,31.0,53.0,73.0,Yes,No
No,0.0,40.0,80.0,100.0,2.0,0.0,0.0,16.0,No,0.98,0.99,0.0,No,No,No,6.0,34.0,65.0,70.0,Yes,No
No,200.0,400.0,800.0,0.0,8.0,0.0,76.0,244.0,No,0.97,0.94,0.0,No,No,No,60.0,209.0,388.0,617.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,No,0.94,0.89,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,0.0,10.0,No,0.96,0.99,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,No,0.42,0.67,0.0,No,Yes,No,0.0,0.0,2.0,4.0,Yes,No
Yes,0.0,0.0,0.0,0.0,,0.0,0.0,20.0,No,-99.0,-99.0,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,44.0,No,0.0,0.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,14.0,No,0.98,0.98,0.0,No,No,No,0.0,0.0,2.0,3.0,Yes,No
No,77.0,157.0,217.0,24.0,8.0,0.0,32.0,98.0,No,0.97,0.94,0.0,No,No,No,37.0,93.0,183.0,317.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,7.0,78.0,No,0.98,0.99,0.0,No,Yes,No,6.0,14.0,34.0,53.0,Yes,No
No,12.0,12.0,24.0,0.0,12.0,0.0,1.0,11.0,No,0.82,0.81,0.0,No,No,No,1.0,3.0,5.0,11.0,Yes,No
No,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,No,0.9,0.89,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,242.0,556.0,814.0,20.0,4.0,0.0,79.0,66.0,No,0.91,0.87,0.0,No,No,No,90.0,273.0,553.0,817.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,17.0,No,0.97,0.96,0.0,No,No,No,1.0,4.0,8.0,11.0,Yes,No
No,150.0,350.0,600.0,11.0,4.0,0.0,64.0,193.0,No,0.85,0.81,0.0,No,No,No,66.0,204.0,395.0,520.0,Yes,No
No,3016.0,5797.0,8578.0,1454.0,8.0,0.0,0.0,165.0,No,0.96,0.96,71.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,25.0,No,0.96,0.96,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,4.0,14.0,14.0,0.0,2.0,0.0,0.0,0.0,No,0.99,1.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,No,0.78,0.73,0.0,No,No,No,0.0,2.0,2.0,3.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,No,0.83,0.8,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,No,0.92,1.0,0.0,No,No,No,0.0,4.0,5.0,5.0,Yes,No
No,48.0,96.0,144.0,0.0,2.0,0.0,0.0,19.0,No,0.76,0.73,0.0,No,No,No,2.0,15.0,33.0,39.0,Yes,No
Yes,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,No,0.82,0.8,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,26.0,78.0,130.0,0.0,2.0,0.0,41.0,112.0,No,0.95,0.94,0.0,No,No,No,11.0,62.0,115.0,177.0,Yes,No
No,0.0,0.0,0.0,0.0,,0.0,22.0,5560.0,No,-99.0,-99.0,0.0,No,No,No,32.0,134.0,187.0,278.0,Yes,No
Yes,0.0,0.0,0.0,0.0,52.0,0.0,0.0,82.0,No,0.92,0.93,0.0,No,No,No,0.0,0.0,0.0,1.0,Yes,No
No,0.0,2.0,3.0,0.0,8.0,0.0,2.0,2.0,No,0.98,0.99,0.0,No,No,No,1.0,1.0,3.0,5.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,2.0,31.0,No,0.9,0.95,0.0,No,No,No,0.0,7.0,17.0,20.0,Yes,No
No,12.0,12.0,26.0,0.0,8.0,0.0,1.0,6.0,No,0.89,0.87,0.0,No,No,No,0.0,8.0,15.0,23.0,Yes,No
Yes,7.0,7.0,7.0,0.0,2.0,0.0,0.0,5.0,No,0.96,0.99,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,10.0,0.0,1.0,5.0,No,0.9,0.89,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,0.0,25.0,No,0.88,0.78,0.0,No,No,No,0.0,0.0,1.0,1.0,Yes,No
No,16.0,24.0,32.0,2.0,8.0,0.0,3.0,4.0,No,0.82,0.8,0.0,No,No,No,3.0,11.0,19.0,35.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,No,0.98,0.99,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,No,0.88,0.9,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,12.0,12.0,12.0,0.0,2.0,0.0,1.0,0.0,No,1.0,1.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,18.0,22.0,26.0,5.0,8.0,0.0,0.0,3.0,No,0.91,0.9,1.0,No,No,No,3.0,6.0,10.0,18.0,Yes,No
No,0.0,0.0,0.0,0.0,,0.0,5.0,1161.0,No,-99.0,-99.0,0.0,No,No,No,2.0,11.0,21.0,35.0,No,No
Yes,5.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,No,0.0,0.0,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,14.0,0.0,No,0.87,0.92,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,11.0,0.0,0.0,17.0,No,0.8,0.85,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,6.0,0.0,1.0,4.0,No,0.78,0.78,0.0,No,No,No,0.0,0.0,1.0,1.0,Yes,No
No,79.0,115.0,169.0,0.0,2.0,0.0,0.0,6.0,No,0.99,1.0,0.0,No,No,No,18.0,54.0,94.0,124.0,Yes,No
No,2.0,3.0,4.0,0.0,12.0,0.0,0.0,1.0,No,0.78,0.78,0.0,No,No,No,0.0,1.0,2.0,3.0,Yes,No
Yes,0.0,0.0,0.0,0.0,4.0,0.0,1.0,80.0,No,0.55,0.56,0.0,No,No,No,0.0,1.0,1.0,1.0,Yes,No
Yes,0.0,0.0,0.0,0.0,12.0,0.0,1.0,10.0,No,0.63,0.63,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,2.0,2.0,2.0,0.0,8.0,0.0,2.0,0.0,No,0.26,0.08,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,21.0,No,0.68,0.82,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,21.0,No,0.79,0.73,0.0,No,Yes,No,1.0,4.0,5.0,9.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,0.0,10.0,No,0.83,0.94,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,35.0,70.0,106.0,2.0,8.0,0.0,12.0,42.0,No,0.97,0.98,0.0,No,No,No,10.0,37.0,73.0,97.0,Yes,No
No,2.0,4.0,8.0,0.0,6.0,0.0,7.0,5.0,No,0.96,0.97,0.0,No,No,No,0.0,1.0,6.0,9.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,3.0,14.0,No,0.1,0.0,0.0,No,No,No,0.0,0.0,0.0,1.0,No,No
Yes,0.0,0.0,0.0,0.0,12.0,0.0,1.0,20.0,No,0.48,0.48,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,2.0,6.0,0.0,2.0,0.0,0.0,6.0,No,0.99,1.0,0.0,No,No,No,1.0,6.0,11.0,15.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,No,0.72,0.63,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,9.0,0.0,0.0,51.0,No,0.82,0.85,0.0,No,No,No,0.0,0.0,0.0,1.0,No,No
No,0.0,0.0,0.0,0.0,12.0,0.0,1.0,485.0,No,0.78,0.78,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,,0.0,2.0,65.0,No,-99.0,-99.0,0.0,No,No,No,1.0,1.0,1.0,2.0,No,No
No,250.0,600.0,950.0,50.0,8.0,0.0,154.0,465.0,No,0.63,0.23,0.0,No,No,No,78.0,387.0,815.0,1246.0,Yes,No
No,2.0,12.0,24.0,0.0,8.0,0.0,8.0,14.0,No,0.99,0.99,0.0,No,No,No,1.0,8.0,21.0,28.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,36.0,No,0.97,0.98,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,213.0,417.0,727.0,0.0,6.0,0.0,0.0,196.0,No,0.96,0.96,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,50.0,50.0,50.0,1.0,8.0,0.0,18.0,49.0,No,0.0,0.0,0.0,No,Yes,No,11.0,17.0,36.0,51.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,11.0,No,0.11,0.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,1.0,1.0,1.0,0.0,4.0,0.0,0.0,4.0,No,0.66,0.7,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,49.0,49.0,49.0,0.0,8.0,0.0,0.0,0.0,No,0.78,0.71,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,7.0,18.0,No,0.8,0.87,0.0,No,No,No,2.0,5.0,15.0,27.0,Yes,No
No,12.0,12.0,36.0,0.0,8.0,0.0,0.0,0.0,No,0.97,0.99,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,196.0,416.0,592.0,20.0,2.0,0.0,57.0,97.0,No,0.97,0.98,0.0,No,No,No,81.0,272.0,515.0,758.0,Yes,No
No,115.0,115.0,115.0,0.0,4.0,0.0,0.0,0.0,No,0.99,0.98,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,No,0.92,1.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,,0.0,1.0,19.0,No,-99.0,-99.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,2.0,9.0,No,0.87,0.99,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,1.0,8.0,0.0,23.0,61.0,No,0.74,0.88,0.0,No,No,No,8.0,22.0,38.0,56.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,16.0,No,0.99,0.99,0.0,No,Yes,No,0.0,0.0,0.0,4.0,Yes,No
No,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,No,0.78,0.73,0.0,No,No,No,0.0,0.0,0.0,1.0,Yes,No
No,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,No,0.78,0.73,0.0,No,No,No,0.0,5.0,11.0,22.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,46.0,No,0.9,0.91,0.0,No,No,No,2.0,2.0,3.0,3.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,No,0.34,0.15,0.0,No,No,No,0.0,0.0,0.0,1.0,Yes,No
No,2.0,6.0,6.0,5.0,8.0,0.0,0.0,30.0,No,0.99,0.99,0.0,No,No,No,1.0,17.0,30.0,54.0,Yes,No
Yes,680.0,680.0,680.0,0.0,2.0,0.0,0.0,8.0,No,0.99,0.99,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,9.0,No,0.83,0.84,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,2.0,7.0,No,0.85,0.93,0.0,No,No,No,0.0,2.0,2.0,7.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,500.0,No,0.75,0.68,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,9.0,0.0,0.0,47.0,No,0.82,0.85,0.0,No,No,No,0.0,0.0,0.0,1.0,Yes,No
No,180.0,360.0,540.0,127.0,8.0,0.0,83.0,337.0,No,0.94,0.93,0.0,No,No,No,76.0,243.0,463.0,735.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,2.0,No,0.98,0.98,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,6.0,6.0,6.0,0.0,2.0,0.0,1.0,0.0,No,0.09,0.13,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,1.0,31.0,No,0.78,0.79,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,4.0,No,0.99,0.99,0.0,No,No,No,0.0,0.0,1.0,3.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,3.0,141.0,No,0.98,0.99,0.0,No,No,No,1.0,2.0,3.0,5.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,630.0,No,0.99,1.0,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,2.0,28.0,No,0.17,0.13,0.0,No,No,No,0.0,1.0,3.0,3.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,56.0,No,0.99,0.98,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,18.0,14.0,0.0,32.0,1174.0,No,0.81,0.69,0.0,No,Yes,No,34.0,89.0,193.0,282.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,78.0,No,0.36,0.48,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,420.0,780.0,1140.0,6.0,8.0,0.0,114.0,133.0,No,0.94,0.99,0.0,No,No,No,102.0,334.0,622.0,859.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,3.0,No,0.9,1.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,6.0,No,0.74,0.74,0.0,No,Yes,No,1.0,1.0,1.0,2.0,Yes,No
No,1.0,2.0,3.0,0.0,9.0,0.0,2.0,1.0,No,0.66,0.68,0.0,No,No,No,0.0,1.0,2.0,2.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,1.0,83.0,No,0.88,1.0,0.0,No,Yes,No,3.0,12.0,19.0,27.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,41.0,No,0.91,0.95,0.0,No,No,No,0.0,0.0,0.0,7.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,41.0,No,0.9,0.88,0.0,No,No,No,0.0,0.0,0.0,0.0,No,No
No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,No,0.0,0.0,0.0,No,No,No,0.0,0.0,6.0,8.0,Yes,No
Yes,0.0,0.0,0.0,0.0,,0.0,8.0,12.0,No,-99.0,-99.0,0.0,No,No,No,5.0,9.0,22.0,39.0,Yes,No
Yes,0.0,0.0,0.0,0.0,12.0,0.0,1.0,12.0,No,0.78,0.82,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,42.0,86.0,141.0,6.0,15.0,0.0,19.0,45.0,No,0.92,0.93,0.0,No,No,No,28.0,92.0,132.0,175.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,13.0,No,0.96,0.93,0.0,No,No,No,3.0,4.0,8.0,18.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,No,0.9,0.94,0.0,No,No,No,1.0,1.0,1.0,1.0,Yes,No
No,7.0,7.0,7.0,0.0,13.0,0.0,5.0,11.0,No,0.82,0.8,0.0,No,No,No,2.0,4.0,6.0,9.0,Yes,No
Yes,2.0,2.0,2.0,5.0,4.0,0.0,1.0,14.0,No,0.11,0.22,0.0,No,No,No,1.0,5.0,5.0,6.0,Yes,No
No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,No,0.0,0.0,0.0,No,No,No,0.0,0.0,0.0,3.0,Yes,No
No,0.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0,No,0.85,0.83,0.0,No,No,No,0.0,1.0,2.0,4.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,No,0.84,0.82,0.0,No,No,No,0.0,0.0,1.0,1.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,No,0.92,0.9,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,No,0.67,0.65,0.0,No,Yes,No,0.0,1.0,2.0,3.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,2.0,12.0,No,0.97,0.93,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,4.0,0.0,0.0,11.0,No,0.78,0.73,0.0,No,Yes,No,0.0,0.0,5.0,7.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,1.0,15.0,No,0.98,0.99,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,45.0,81.0,126.0,0.0,2.0,0.0,0.0,9.0,No,0.95,0.9,0.0,No,No,No,11.0,45.0,81.0,112.0,Yes,No
No,14.0,14.0,23.0,0.0,8.0,0.0,3.0,7.0,No,0.64,0.44,0.0,No,No,No,0.0,10.0,29.0,42.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,No,0.47,0.51,0.0,No,Yes,No,0.0,1.0,2.0,3.0,Yes,No
Yes,10.0,10.0,10.0,0.0,2.0,0.0,2.0,14.0,No,0.63,0.63,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,3.0,21.0,No,0.0,0.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,18.0,18.0,18.0,0.0,9.0,0.0,4.0,10.0,No,0.41,0.52,0.0,No,No,No,0.0,3.0,8.0,16.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,1.0,2.0,No,0.99,1.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,2.0,19.0,No,0.9,0.99,0.0,No,No,No,0.0,0.0,2.0,2.0,Yes,No
No,504.0,1176.0,1932.0,202.0,8.0,0.0,173.0,271.0,No,0.86,0.84,0.0,No,No,No,237.0,757.0,1544.0,2352.0,Yes,No
No,1986.0,3690.0,5094.0,462.0,8.0,10.0,341.0,545.0,No,0.82,0.95,0.0,No,Yes,No,690.0,1990.0,3961.0,6422.0,Yes,No
Yes,0.0,0.0,0.0,0.0,12.0,0.0,1.0,499.0,No,0.48,0.48,0.0,No,No,No,0.0,1.0,1.0,1.0,Yes,No
Yes,2.0,5.0,6.0,3.0,12.0,0.0,0.0,0.0,No,0.78,0.78,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,21.0,No,1.0,1.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,4.0,0.0,23.0,6560.0,No,0.78,0.73,0.0,No,No,No,19.0,682.0,794.0,1515.0,Yes,No
No,0.0,0.0,0.0,0.0,,0.0,6.0,3.0,No,-99.0,-99.0,0.0,No,No,No,1.0,3.0,9.0,17.0,No,No
No,0.0,0.0,0.0,140.0,,0.0,12.0,171.0,No,-99.0,-99.0,0.0,No,No,No,2.0,37.0,92.0,150.0,No,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,4.0,No,0.71,0.78,0.0,No,No,No,0.0,2.0,2.0,2.0,Yes,No
No,1.0,1.0,2.0,0.0,8.0,0.0,0.0,1.0,No,0.83,0.8,0.0,No,No,No,0.0,1.0,1.0,1.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,1.0,12.0,No,0.92,0.92,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,4.0,8.0,12.0,0.0,2.0,0.0,0.0,3.0,No,0.89,0.82,0.0,No,No,No,0.0,6.0,9.0,10.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,2.0,2379.0,No,0.98,0.99,0.0,No,No,No,22.0,60.0,91.0,428.0,Yes,No
No,0.0,2.0,8.0,13.0,8.0,0.0,3.0,3.0,No,0.86,0.99,0.0,No,Yes,No,13.0,21.0,37.0,45.0,Yes,No
Yes,0.0,0.0,0.0,0.0,9.0,0.0,0.0,10.0,No,0.77,0.91,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,29.0,No,0.73,0.62,0.0,No,No,No,1.0,5.0,12.0,20.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,13.0,No,0.88,0.82,0.0,No,No,No,0.0,2.0,3.0,4.0,Yes,No
Yes,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,No,-99.0,-99.0,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,1.0,104.0,No,0.56,0.84,0.0,No,No,No,0.0,1.0,1.0,1.0,Yes,No
Yes,0.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,No,0.9,0.93,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,No,0.97,1.0,0.0,No,No,No,0.0,0.0,2.0,2.0,Yes,No
No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,No,0.0,0.0,0.0,No,Yes,No,0.0,0.0,0.0,0.0,No,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,No,0.91,1.0,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,49.0,88.0,122.0,5.0,8.0,0.0,17.0,17.0,No,0.93,0.91,0.0,No,No,No,8.0,40.0,68.0,112.0,Yes,No
No,600.0,1050.0,1550.0,108.0,8.0,0.0,336.0,464.0,No,0.79,0.83,0.0,No,No,No,218.0,654.0,1224.0,1941.0,Yes,No
No,1610.0,3450.0,5270.0,350.0,8.0,0.0,647.0,729.0,No,0.82,0.78,0.0,No,Yes,No,513.0,1758.0,3393.0,5125.0,Yes,No
No,39.0,107.0,190.0,0.0,8.0,0.0,24.0,88.0,No,0.96,0.93,0.0,No,No,No,11.0,44.0,148.0,218.0,Yes,No
No,0.0,0.0,1.0,0.0,8.0,0.0,0.0,9.0,No,0.92,0.99,0.0,No,No,No,0.0,1.0,3.0,5.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,16.0,21.0,No,0.51,0.5,0.0,No,No,No,0.0,0.0,11.0,13.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,102.0,No,0.91,0.99,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,4.0,4.0,4.0,0.0,12.0,0.0,1.0,5.0,No,0.63,0.63,1.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,55.0,No,0.62,0.47,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,No,0.67,0.66,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,6.0,104.0,No,0.95,0.98,0.0,No,No,No,4.0,9.0,16.0,31.0,Yes,No
No,112.0,112.0,224.0,10.0,8.0,0.0,44.0,142.0,No,0.92,0.95,0.0,No,Yes,No,28.0,107.0,197.0,306.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,72.0,No,0.0,0.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,No,0.48,0.54,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,No,0.66,0.7,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,6.0,8.0,8.0,0.0,2.0,0.0,0.0,0.0,No,0.78,0.78,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,12.0,0.0,1.0,10.0,No,0.48,0.48,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,600.0,1150.0,1700.0,150.0,2.0,0.0,152.0,242.0,No,0.97,1.0,0.0,No,No,No,177.0,449.0,585.0,589.0,Yes,No
No,30.0,120.0,210.0,36.0,2.0,0.0,15.0,42.0,No,0.98,0.97,0.0,No,No,No,21.0,77.0,189.0,282.0,Yes,No
